Date,ALL,Hokkaido,Aomori,Iwate,Miyagi,Akita,Yamagata,Fukushima,Ibaraki,Tochigi,Gunma,Saitama,Chiba,Tokyo,Kanagawa,Niigata,Toyama,Ishikawa,Fukui,Yamanashi,Nagano,Gifu,Shizuoka,Aichi,Mie,Shiga,Kyoto,Osaka,Hyogo,Nara,Wakayama,Tottori,Shimane,Okayama,Hiroshima,Yamaguchi,Tokushima,Kagawa,Ehime,Kochi,Fukuoka,Saga,Nagasaki,Kumamoto,Oita,Miyazaki,Kagoshima,Okinawa
2021/11/12,1720591,60876,5897,3486,16274,1925,3551,9486,24429,15461,16821,115701,100402,381922,169043,8004,4867,7966,3115,5155,8883,19231,26768,106458,14808,12418,35937,202851,78586,15919,5297,1668,1731,15432,22127,5784,3290,4704,5408,4167,74493,5864,6118,14393,8186,6151,9102,50287
2021/11/13,1720785,60895,5897,3486,16275,1925,3551,9486,24432,15461,16822,115711,100412,381946,169058,8006,4867,7967,3115,5155,8883,19232,26776,106475,14809,12419,35945,202881,78595,15919,5297,1669,1731,15446,22132,5785,3291,4705,5408,4167,74498,5865,6118,14393,8186,6151,9102,50291
2021/11/14,1720923,60904,5897,3487,16275,1925,3551,9486,24433,15461,16824,115719,100417,381968,169070,8006,4867,7967,3115,5155,8883,19234,26776,106483,14809,12419,35949,202899,78611,15920,5298,1669,1731,15455,22139,5786,3291,4705,5409,4167,74507,5865,6118,14393,8186,6151,9102,50292
2021/11/15,1721014,60907,5897,3487,16275,1925,3551,9486,24435,15467,16824,115730,100420,381975,169088,8007,4867,7967,3115,5155,8883,19235,26776,106494,14809,12421,35950,202907,78618,15920,5299,1669,1731,15458,22139,5786,3291,4705,5409,4167,74512,5864,6118,14395,8186,6151,9102,50292
2021/11/16,1721142,60942,5897,3487,16275,1925,3551,9486,24436,15469,16827,115743,100427,381990,169097,8008,4867,7967,3115,5155,8883,19235,26778,106496,14809,12424,35953,202920,78619,15921,5299,1669,1731,15465,22141,5786,3291,4705,5409,4167,74516,5865,6118,14395,8186,6151,9102,50295
2021/11/17,1721342,60982,5897,3487,16275,1925,3551,9486,24437,15474,16830,115759,100433,382017,169115,8008,4867,7967,3115,5155,8883,19238,26780,106503,14810,12428,35957,202938,78631,15923,5299,1669,1731,15482,22143,5787,3291,4705,5409,4167,74526,5866,6118,14395,8186,6151,9102,50295
2021/11/18,1721500,61002,5897,3487,16275,1925,3552,9486,24439,15476,16837,115760,100430,382037,169136,8008,4867,7968,3115,5155,8883,19238,26780,106516,14811,12430,35969,202966,78636,15925,5299,1669,1731,15494,22146,5787,3291,4705,5409,4167,74534,5866,6118,14395,8186,6151,9102,50295
2021/11/19,1721650,61019,5897,3487,16275,1925,3554,9487,24443,15478,16842,115772,100432,382053,169163,8010,4867,7968,3115,5155,8883,19238,26780,106523,14811,12430,35970,202992,78639,15928,5299,1669,1731,15502,22147,5787,3291,4705,5409,4167,74543,5866,6118,14395,8186,6151,9102,50297
2021/11/20,1721758,61031,5897,3487,16276,1925,3554,9487,24443,15478,16844,115775,100435,382069,169171,8012,4867,7968,3115,5155,8883,19239,26780,106530,14811,12432,35971,203009,78644,15928,5299,1669,1731,15507,22149,5788,3291,4705,5409,4167,74561,5866,6119,14395,8186,6151,9102,50298
2021/11/21,1721893,61056,5897,3487,16276,1925,3554,9487,24446,15478,16847,115782,100441,382089,169189,8015,4867,7968,3115,5155,8883,19240,26781,106534,14812,12432,35978,203027,78645,15928,5299,1669,1731,15513,22152,5788,3291,4705,5409,4167,74568,5866,6119,14395,8186,6151,9103,50298
2021/11/22,1721941,61062,5897,3487,16276,1925,3554,9487,24447,15478,16847,115785,100445,382095,169199,8016,4867,7968,3115,5155,8883,19240,26781,106536,14812,12432,35978,203032,78653,15928,5299,1669,1731,15513,22152,5788,3291,4705,5409,4167,74568,5866,6119,14395,8186,6151,9103,50300
2021/11/23,1722034,61076,5897,3487,16278,1925,3554,9487,24447,15479,16847,115791,100447,382112,169208,8017,4867,7968,3115,5155,8883,19242,26784,106541,14812,12432,35980,203045,78652,15928,5300,1669,1731,15514,22152,5788,3291,4705,5410,4167,74580,5866,6119,14395,8186,6151,9103,50302
2021/11/24,1722111,61086,5897,3487,16278,1925,3555,9487,24447,15479,16848,115794,100449,382117,169220,8018,4867,7968,3115,5156,8883,19244,26784,106550,14812,12432,35985,203054,78658,15928,5300,1669,1732,15519,22153,5788,3291,4705,5410,4167,74583,5866,6119,14395,8186,6151,9103,50302
2021/11/25,1722222,61098,5897,3487,16280,1925,3555,9487,24447,15479,16851,115804,100452,382144,169225,8019,4867,7968,3115,5156,8883,19245,26786,106556,14812,12432,35986,203067,78662,15928,5300,1669,1732,15523,22155,5788,3291,4705,5412,4167,74594,5866,6119,14395,8186,6151,9103,50304
2021/11/26,1722335,61116,5897,3487,16280,1925,3555,9487,24448,15479,16854,115810,100460,382163,169235,8019,4867,7969,3115,5156,8883,19248,26786,106562,14813,12432,35986,203081,78669,15928,5300,1669,1732,15532,22155,5788,3291,4705,5412,4167,74597,5866,6119,14395,8187,6151,9103,50307
2021/11/27,1722448,61127,5897,3487,16280,1925,3556,9487,24449,15479,16862,115820,100462,382179,169245,8021,4868,7969,3115,5156,8883,19251,26786,106566,14814,12432,35986,203100,78673,15930,5302,1669,1732,15535,22159,5788,3291,4705,5412,4167,74604,5866,6119,14395,8187,6151,9103,50309
2021/11/28,1722517,61135,5897,3487,16280,1925,3556,9487,24449,15479,16863,115823,100462,382188,169252,8022,4868,7969,3115,5156,8884,19253,26786,106572,14815,12432,35988,203113,78678,15930,5302,1669,1732,15535,22165,5788,3291,4705,5412,4167,74607,5866,6119,14395,8187,6151,9103,50310
2021/11/29,1722589,61141,5897,3487,16280,1925,3558,9487,24449,15479,16868,115830,100464,382196,169266,8023,4868,7969,3115,5156,8885,19254,26786,106575,14815,12432,35988,203122,78681,15932,5302,1669,1732,15537,22168,5788,3291,4705,5412,4167,74609,5866,6119,14395,8187,6151,9103,50311
2021/11/30,1722664,61149,5897,3487,16280,1925,3564,9487,24449,15482,16882,115841,100469,382175,169275,8027,4868,7969,3115,5156,8885,19254,26788,106581,14815,12432,35988,203134,78682,15933,5302,1669,1732,15538,22173,5791,3291,4705,5412,4167,74611,5866,6119,14395,8187,6151,9103,50314
2021/12/1,1722786,61153,5897,3487,16280,1926,3567,9487,24449,15483,16896,115852,100471,382196,169286,8029,4868,7969,3115,5156,8885,19258,26790,106591,14815,12432,35990,203147,78687,15933,5303,1669,1732,15542,22175,5792,3291,4705,5412,4167,74618,5866,6119,14395,8187,6151,9103,50315
2021/12/2,1722903,61157,5897,3487,16280,1927,3582,9487,24449,15485,16906,115857,100481,382207,169296,8030,4868,7969,3115,5156,8885,19260,26791,106598,14815,12432,35991,203166,78692,15933,5303,1669,1732,15543,22175,5792,3291,4705,5412,4167,74628,5866,6119,14395,8187,6151,9103,50317
2021/12/3,1723040,61160,5897,3487,16281,1930,3593,9487,24449,15487,16917,115870,100494,382221,169307,8031,4868,7969,3115,5156,8885,19261,26797,106602,14816,12433,35995,203183,78696,15934,5303,1669,1733,15543,22175,5792,3291,4705,5412,4167,74637,5866,6119,14395,8187,6151,9103,50322
2021/12/4,1723156,61170,5897,3487,16282,1933,3596,9488,24449,15490,16923,115877,100496,382240,169319,8032,4868,7969,3115,5156,8886,19261,26802,106607,14816,12435,35995,203199,78702,15934,5303,1669,1733,15543,22175,5792,3291,4705,5412,4167,74646,5866,6119,14395,8187,6151,9103,50326
2021/12/5,1723259,61175,5897,3487,16283,1933,3598,9488,24449,15491,16953,115880,100500,382260,169324,8033,4868,7969,3115,5156,8889,19261,26802,106612,14817,12435,35996,203207,78710,15934,5303,1669,1733,15543,22175,5792,3291,4705,5412,4167,74646,5866,6119,14395,8187,6151,9103,50331
2021/12/6,1723327,61177,5897,3487,16283,1933,3604,9488,24449,15492,16954,115883,100505,382267,169330,8037,4868,7969,3115,5156,8889,19261,26810,106615,14817,12435,35996,203213,78716,15934,5303,1669,1733,15543,22175,5792,3291,4705,5412,4167,74650,5866,6119,14395,8187,6153,9103,50335
2021/12/7,1723413,61179,5897,3487,16285,1934,3604,9489,24450,15497,16961,115887,100511,382286,169339,8042,4868,7969,3115,5156,8890,19261,26814,106616,14817,12435,35994,203228,78715,15934,5303,1669,1733,15545,22175,5792,3291,4705,5412,4167,74651,5866,6119,14395,8187,6153,9103,50338
2021/12/8,1723524,61181,5898,3487,16285,1934,3604,9489,24451,15497,16974,115896,100515,382307,169349,8048,4868,7969,3115,5156,8890,19261,26818,106626,14817,12438,35995,203241,78718,15936,5303,1669,1733,15547,22175,5792,3291,4705,5412,4167,74655,5866,6119,14395,8187,6153,9103,50340
2021/12/9,1723687,61188,5900,3487,16286,1934,3604,9493,24455,15499,16990,115912,100519,382324,169371,8053,4868,7969,3115,5157,8891,19263,26836,106633,14817,12438,35999,203254,78729,15936,5303,1669,1733,15547,22175,5792,3291,4705,5412,4167,74661,5866,6119,14395,8187,6153,9103,50340
2021/12/10,1723819,61191,5900,3487,16286,1934,3604,9493,24458,15501,17002,115915,100525,382349,169389,8069,4868,7969,3115,5157,8892,19265,26846,106642,14817,12439,36003,203259,78733,15936,5303,1669,1733,15547,22175,5793,3291,4705,5412,4167,74664,5866,6119,14395,8187,6153,9103,50344
2021/12/11,1723944,61196,5900,3487,16286,1934,3604,9493,24462,15502,17014,115924,100528,382369,169389,8078,4868,7969,3115,5157,8892,19269,26852,106653,14817,12440,36009,203277,78740,15936,5303,1669,1733,15548,22175,5793,3291,4705,5412,4167,74666,5866,6119,14395,8187,6153,9103,50350
2021/12/12,1724054,61199,5900,3487,16286,1934,3604,9494,24463,15502,17028,115928,100538,382382,169418,8086,4868,7969,3115,5157,8894,19269,26855,106658,14817,12440,36009,203283,78743,15936,5303,1669,1733,15549,22175,5793,3291,4705,5412,4167,74668,5866,6119,14395,8187,6153,9103,50355
2021/12/13,1724130,61200,5900,3487,16286,1934,3604,9494,24463,15502,17036,115930,100548,382389,169427,8095,4868,7969,3115,5157,8894,19269,26859,106666,14817,12440,36010,203285,78749,15936,5303,1669,1733,15549,22175,5793,3291,4705,5412,4167,74676,5866,6119,14395,8187,6153,9103,50356
2021/12/14,1724248,61204,5900,3487,16286,1934,3604,9494,24465,15502,17053,115937,100557,382413,169432,8114,4868,7970,3115,5157,8894,19270,26860,106668,14818,12440,36013,203300,78749,15936,5303,1669,1733,15551,22175,5793,3291,4705,5412,4167,74677,5866,6119,14395,8187,6153,9103,50360
2021/12/15,1724409,61210,5900,3487,16286,1934,3604,9495,24466,15505,17080,115951,100566,382442,169445,8125,4868,7970,3115,5158,8895,19272,26864,106677,14818,12441,36016,203317,78752,15936,5303,1669,1733,15551,22175,5794,3291,4705,5412,4167,74678,5866,6119,14395,8187,6153,9103,50364
2021/12/16,1724576,61222,5901,3487,16286,1934,3604,9495,24468,15508,17095,115959,100569,382472,169481,8135,4868,7970,3115,5159,8896,19273,26869,106681,14818,12442,36017,203330,78757,15937,5303,1669,1733,15551,22175,5794,3291,4705,5412,4167,74684,5866,6119,14395,8187,6153,9105,50370
2021/12/17,1724736,61225,5901,3487,16286,1934,3605,9495,24468,15510,17147,115965,100577,382492,169504,8147,4868,7970,3115,5159,8897,19273,26869,106684,14818,12446,36021,203345,78760,15937,5303,1669,1733,15551,22175,5795,3291,4705,5412,4167,74684,5866,6119,14395,8187,6153,9106,50371
2021/12/18,1724908,61239,5901,3487,16286,1934,3605,9495,24469,15511,17166,115976,100591,382520,169533,8157,4868,7970,3115,5159,8899,19276,26872,106689,14818,12447,36027,203359,78762,15937,5303,1669,1733,15551,22175,5795,3291,4705,5412,4167,74687,5866,6119,14395,8187,6153,9106,50377
2021/12/19,1725070,61251,5901,3487,16287,1934,3605,9495,24470,15514,17185,115986,100595,382553,169555,8161,4868,7971,3115,5159,8902,19276,26873,106696,14818,12451,36033,203372,78769,15937,5303,1669,1733,15551,22175,5795,3291,4705,5412,4167,74689,5866,6119,14395,8187,6153,9112,50380
2021/12/20,1725177,61265,5901,3487,16287,1934,3605,9495,24472,15515,17196,115987,100600,382564,169572,8168,4868,7987,3115,5160,8906,19276,26873,106696,14818,12452,36038,203375,78771,15937,5303,1669,1733,15551,22175,5796,3291,4705,5412,4167,74692,5866,6119,14395,8187,6153,9112,50382
2021/12/21,1725369,61280,5901,3487,16287,1934,3605,9495,24475,15522,17205,115994,100604,382602,169585,8174,4868,8003,3115,5160,8910,19276,26877,106699,14818,12456,36040,203402,78772,15937,5303,1669,1733,15552,22175,5799,3291,4705,5412,4167,74703,5866,6119,14395,8187,6153,9115,50393
2021/12/22,1725595,61309,5901,3487,16288,1934,3606,9495,24477,15530,17229,116003,100615,382642,169597,8176,4868,8006,3115,5160,8914,19276,26880,106708,14818,12460,36051,203426,78792,15938,5303,1669,1733,15553,22175,5799,3291,4705,5412,4167,74703,5866,6120,14395,8187,6153,9115,50399
2021/12/23,1725852,61335,5901,3487,16289,1934,3606,9495,24477,15535,17244,116006,100622,382679,169634,8177,4869,8008,3115,5160,8917,19276,26880,106710,14818,12464,36061,203459,78800,15939,5303,1669,1733,15554,22177,5800,3291,4705,5412,4167,74732,5866,6120,14395,8187,6153,9118,50424
2021/12/24,1726106,61347,5901,3487,16288,1934,3606,9505,24478,15542,17260,116013,100628,382718,169658,8181,4869,8016,3115,5161,8922,19276,26883,106714,14818,12468,36074,203485,78805,15941,5303,1669,1733,15554,22180,5802,3291,4705,5412,4167,74751,5866,6120,14396,8187,6153,9118,50457
2021/12/25,1726366,61369,5901,3487,16288,1934,3606,9511,24480,15552,17276,116020,100635,382756,169687,8186,4869,8026,3115,5161,8924,19276,26882,106719,14818,12471,36088,203507,78819,15943,5303,1669,1733,15555,22181,5805,3291,4705,5412,4167,74761,5866,6123,14396,8187,6153,9118,50486
2021/12/26,1726602,61391,5901,3487,16288,1934,3606,9512,24482,15558,17289,116030,100638,382799,169723,8192,4869,8026,3115,5161,8927,19276,26883,106723,14818,12472,36095,203537,78831,15943,5303,1669,1733,15555,22186,5806,3291,4705,5412,4167,74765,5869,6123,14396,8187,6153,9120,50507
2021/12/27,1726770,61402,5901,3488,16288,1934,3606,9514,24483,15568,17296,116043,100642,382834,169749,8199,4869,8029,3115,5161,8933,19276,26883,106728,14819,12472,36102,203548,78837,15943,5303,1669,1733,15555,22187,5810,3291,4705,5412,4167,74767,5869,6123,14396,8187,6153,9120,50512
2021/12/28,1727063,61422,5901,3488,16289,1934,3606,9515,24483,15591,17316,116051,100647,382880,169758,8203,4869,8042,3116,5161,8937,19276,26888,106730,14820,12477,36120,203599,78839,15944,5303,1669,1740,15555,22188,5814,3291,4706,5412,4167,74774,5872,6124,14396,8187,6153,9120,50541
2021/12/29,1727426,61448,5901,3488,16290,1934,3607,9518,24487,15597,17316,116062,100662,382956,169779,8207,4869,8043,3116,5161,8939,19276,26893,106741,14821,12485,36156,203660,78851,15946,5303,1669,1747,15555,22189,5824,3291,4707,5412,4167,74782,5873,6124,14396,8187,6153,9121,50568
2021/12/30,1727837,61480,5901,3490,16290,1934,3607,9519,24488,15608,17316,116081,100670,383020,169811,8229,4869,8046,3116,5161,8952,19279,26895,106757,14821,12494,36175,203712,78873,15949,5304,1669,1753,15555,22193,5833,3291,4708,5412,4167,74785,5875,6124,14396,8187,6153,9122,50618
2021/12/31,1728228,61501,5902,3490,16291,1934,3607,9520,24490,15616,17316,116092,100688,383078,169830,8244,4869,8049,3117,5161,8959,19280,26898,106773,14821,12507,36195,203790,78886,15958,5304,1669,1756,15555,22199,5848,3291,4708,5412,4168,74788,5875,6124,14396,8187,6153,9122,50662
2022/1/1,1728655,61524,5902,3491,16291,1934,3607,9523,24491,15633,17316,116106,100701,383157,169850,8249,4869,8050,3117,5161,8962,19280,26901,106791,14823,12515,36212,203860,78894,15961,5304,1669,1761,15558,22221,5865,3291,4708,5412,4168,74806,5875,6125,14396,8187,6153,9122,50714
2022/1/2,1729096,61540,5903,3492,16292,1934,3607,9529,24493,15643,17316,116116,100721,383241,169871,8255,4869,8055,3118,5161,8979,19283,26904,106804,14825,12526,36227,203917,78912,15969,5304,1669,1765,15560,22242,5885,3291,4711,5412,4168,74813,5875,6126,14396,8187,6153,9123,50765
2022/1/3,1729770,61550,5906,3495,16294,1934,3608,9533,24495,15655,17316,116137,100745,383344,169905,8261,4869,8056,3118,5161,8985,19292,26908,106825,14825,12536,36249,203996,78915,15984,5304,1669,1768,15566,22300,5941,3292,4712,5412,4168,74823,5881,6127,14397,8188,6153,9128,50895
2022/1/4,1730910,61576,5912,3496,16300,1934,3608,9532,24504,15688,17432,116175,100779,383495,169960,8264,4870,8059,3119,5166,8998,19303,26912,106840,14825,12576,36278,204120,78927,15997,5306,1669,1774,15568,22339,6020,3292,4712,5415,4172,74842,5881,6133,14398,8189,6153,9133,51120
2022/1/5,1733269,61610,5918,3500,16306,1934,3622,9545,24520,15718,17456,116257,100848,383855,170053,8274,4870,8063,3123,5170,9024,19343,26939,106874,14828,12630,36370,204364,78952,16052,5310,1673,1780,15579,22448,6124,3293,4719,5421,4177,74888,5896,6149,14402,8191,6157,9152,51743
2022/1/6,1737289,61684,5919,3506,16318,1936,3624,9553,24554,15769,17512,116407,100959,384526,170205,8309,4872,8072,3131,5177,9081,19370,26971,106945,14837,12706,36490,204869,79011,16118,5323,1676,1800,15609,22586,6305,3300,4735,5427,4182,74968,5914,6159,14426,8199,6163,9213,52724
2022/1/7,1743133,61778,5928,3514,16325,1936,3627,9575,24612,15821,17599,116621,101130,385448,170456,8379,4885,8084,3149,5205,9126,19425,27047,107098,14858,12775,36650,205545,79116,16185,5327,1700,1822,15653,22858,6485,3308,4760,5451,4186,75103,5950,6188,14457,8215,6163,9323,54138
2022/1/8,1750894,61910,5940,3524,16356,1937,3637,9604,24713,15890,17693,116953,101368,386672,170810,8481,4901,8100,3177,5205,9237,19499,27173,107287,14884,12857,36819,206431,79260,16270,5335,1715,1862,15720,23287,6639,3317,4782,5489,4190,75332,6008,6219,14457,8242,6163,9503,55897
2022/1/9,1758867,62027,5957,3528,16380,1940,3642,9639,24787,15930,17780,117354,101620,387895,171253,8567,4913,8118,3204,5205,9347,19545,27310,107679,14926,12949,37034,207311,79504,16337,5356,1731,1897,15800,23834,6791,3325,4794,5534,4198,75543,6057,6250,14457,8266,6163,9611,57430
2022/1/10,1765096,62133,5967,3529,16394,1946,3653,9660,24835,15974,17865,117646,101876,388766,171770,8643,4946,8135,3252,5205,9482,19579,27393,108032,14953,13014,37160,207806,79705,16416,5401,1738,1928,15859,24453,6892,3335,4805,5581,4207,75757,6112,6299,14457,8298,6163,9718,58209
2022/1/11,1771786,62250,5982,3534,16411,1954,3663,9686,24881,16033,17957,117873,102128,389728,172157,8703,4966,8154,3296,5304,9586,19639,27474,108270,14977,13124,37291,208419,79871,16507,5435,1752,1964,15919,25125,7035,3344,4831,5634,4214,75905,6196,6362,14762,8334,6224,9799,58984
2022/1/12,1783838,62447,6068,3538,16456,1977,3706,9718,25008,16193,18150,118420,102566,391926,172705,8832,4977,8172,3340,5327,9753,19804,27671,108502,15088,13282,37701,210130,79983,16641,5528,1779,1998,16006,25713,7216,3355,4874,5746,4226,76312,6283,6446,14939,8369,6278,9912,60628
2022/1/13,1801592,62775,6153,3548,16542,2001,3745,9779,25185,16389,18383,119306,103226,395050,173547,9052,5008,8226,3422,5373,9973,19985,28024,109207,15274,13569,38267,212582,80495,16776,5645,1806,2099,16174,26365,7434,3403,4930,5896,4248,77008,6427,6606,15234,8456,6378,10027,62445
2022/1/14,1822679,63242,6250,3577,16618,2028,3778,9829,25434,16588,18638,120261,104141,399101,174700,9252,5032,8278,3482,5459,10209,20235,28546,110218,15494,13850,38938,215408,81395,16777,5794,1830,2166,16376,27170,7702,3427,5025,6116,4284,77808,6547,6769,15624,8548,6378,10167,64041
2022/1/15,1845274,63937,6393,3600,16724,2059,3817,9880,25690,16790,18957,121434,105086,403662,176238,9536,5077,8370,3537,5459,10420,20487,29000,111506,15700,14089,39663,219100,82322,17094,5951,1859,2247,16594,28167,7922,3457,5087,6273,4310,78905,6718,6976,15624,8656,6378,10333,64041
2022/1/16,1871980,64629,6522,3614,16803,2097,3843,9946,25943,16980,19216,122833,106293,407834,177989,9802,5098,8476,3585,5459,10652,20689,29447,112955,15857,14356,40510,222860,83513,17290,6108,1889,2332,16855,29379,8122,3478,5172,6486,4339,80195,6850,7156,15624,8800,6378,10481,67096
2022/1/17,1895175,65272,6607,3625,16847,2140,3882,10015,26259,17200,19457,123972,107233,411553,179847,10021,5118,8532,3639,5768,10860,20879,29847,114079,16081,14604,41061,225409,84852,17685,6230,1940,2450,17066,30659,8374,3502,5217,6598,4354,81144,6983,7328,16831,8938,6838,10604,67626
2022/1/18,1924937,65970,6718,3638,16978,2171,3914,10057,26515,17491,19831,125644,108711,416738,181837,10021,5148,8646,3717,5846,11164,21265,30418,115206,16303,15007,42085,230805,85535,17942,6426,1989,2608,17319,31632,8633,3542,5337,6835,4407,82482,7204,7618,17438,9090,6998,10840,69069
2022/1/19,1964671,67140,7002,3662,17140,2215,3980,10057,26908,17807,20275,127859,110316,424115,184125,10740,5189,8822,3796,5999,11546,21731,31257,117309,16589,15388,43287,236905,87179,18280,6695,2060,2784,17802,32531,8953,3587,5454,7078,4491,84690,7413,8027,18148,9360,7233,11096,70502
2022/1/20,2009128,68577,7229,3684,17335,2256,4036,10249,27385,18249,20887,130311,111912,432753,187468,11206,5260,9002,3905,6134,11987,22158,32151,120140,16953,15850,44607,242837,89690,18789,6927,2150,2950,18311,33570,9248,3645,5621,7336,4553,86914,7669,8501,18148,9664,7562,11399,71811
2022/1/21,2058527,70221,7412,3717,17552,2311,4110,10249,27979,18599,21532,132716,114126,442452,190880,11673,5332,9231,4003,6314,12422,22747,33253,123164,17278,16295,46074,249091,92171,19278,7202,2233,3141,18860,35139,9555,3702,5792,7596,4660,89581,7669,8986,19496,9951,7899,11687,73047
2022/1/22,2112561,71826,7689,3752,17805,2398,4195,10486,28618,19091,22241,135411,116422,453679,194285,12166,5464,9494,4109,6314,12907,23297,34298,126308,17647,16996,47607,256464,95112,19774,7525,2318,3296,19425,36671,9895,3782,5980,7905,4759,92413,8243,9479,20267,10283,7899,12057,74360
2022/1/23,2160796,73417,7834,3800,18090,2470,4255,10636,29311,19588,22868,137933,118803,463147,198079,12572,5549,9720,4237,6314,13409,23801,35309,129692,18069,17616,47607,262683,97838,20255,7833,2416,3446,19997,38256,10248,3851,6165,8108,4829,95055,8396,9911,20953,10602,7899,12464,75316
2022/1/24,2207847,75006,7911,3861,18282,2623,4378,10786,29958,20008,23313,141111,121563,471650,203352,12955,5662,9913,4361,6830,13843,24224,36145,132689,18428,17991,50112,267486,100523,20738,8090,2501,3561,20441,39731,10541,3907,6321,8268,4887,95055,8694,10271,21468,10855,8740,12738,75927
2022/1/25,2268670,76542,8107,3993,18613,2868,4531,10993,30567,20591,24286,144277,124814,484463,207483,13387,5762,10267,4486,6954,14291,25041,37318,135139,18810,18490,51734,276098,102362,21243,8393,2576,3693,21082,40787,10926,3999,6512,8635,5029,100450,9017,10885,22366,11245,9051,13263,77102
2022/1/26,2338290,78633,8469,4065,19109,3110,4681,11345,31428,21185,25085,148164,127435,498549,212274,14014,5932,10771,4668,7325,14828,25807,38638,139194,19409,19193,53950,285908,105715,22028,8740,2687,3826,21958,41886,11341,4108,6882,8914,5148,104064,9443,11493,23382,11591,9561,13847,78358
2022/1/27,2412075,81489,8852,4204,19606,3376,4842,11712,32281,21803,26184,152031,131236,515087,218232,14625,6209,11263,4832,7699,15515,26507,40135,143805,19999,19956,55678,295619,110008,22970,9230,2845,3922,22714,43138,11786,4249,7242,9218,5346,104064,9864,12145,24659,11930,9970,14391,79458
2022/1/28,2492991,84264,9167,4341,20153,3610,5072,12113,33264,22504,27193,156221,134981,532722,224701,15172,6425,11625,5045,8138,16101,27399,41593,148892,20670,20934,57743,305631,114308,23974,9825,2984,4003,23559,44640,12133,4409,7584,9543,5520,108012,10332,12719,25776,12323,9970,15023,80531
2022/1/29,2575056,87266,9535,4497,20707,3871,5242,12561,34168,23212,27193,160045,138345,550155,233382,15658,6654,12014,5205,8138,16692,28232,42984,154088,21302,21685,60497,316014,118649,24729,10273,3180,4071,24436,46239,12520,4572,7915,9900,5706,111877,10734,13387,26813,12771,10777,15506,81510
2022/1/30,2659995,90048,9841,4602,21232,4075,5499,12985,35254,23735,29160,165357,142603,566050,239521,16111,6925,12373,5413,8138,17190,28944,44264,159656,21826,22544,63045,325149,123280,25534,10744,3322,4126,25360,47595,12902,4699,8266,10158,5875,121162,10993,13856,27712,13182,11122,16070,82348
2022/1/31,2721084,92314,10044,4744,21604,4158,5655,13368,36196,24218,29860,168966,145943,577783,246522,16377,7126,12815,5614,9123,17621,29454,45015,164035,22293,23008,65257,331357,128038,26527,11062,3497,4188,26067,48971,13157,4829,8480,10327,5970,121162,11418,14263,28299,13559,11363,16460,82828
2022/2/1,2801211,94974,10411,4862,22100,4415,5939,13772,36922,25027,31028,173528,149432,592228,253975,16728,7307,13070,5794,9320,18160,30517,46146,167978,22900,23791,67208,343238,131032,27330,11542,3593,4276,27122,50010,13480,4983,8804,10671,6234,128583,11950,14845,29387,14018,11693,17196,83543
2022/2/2,2894484,98561,10805,4983,22820,4606,6214,14377,38061,26064,32003,178361,153363,613804,261585,17428,7603,13561,5990,9657,18826,31415,47749,173674,23617,24647,69985,354408,135969,28238,12139,3732,4375,28168,51065,13784,5151,9153,10952,6475,133618,12519,15548,30468,14473,12159,17855,84327
2022/2/3,2997425,102349,11197,5158,23503,4795,6564,14959,39432,26989,32196,183984,158022,634483,268671,18000,7914,14275,6193,10022,19408,32345,49367,179800,24630,25499,72457,374023,141873,29167,12695,3871,4464,29475,52095,14172,5345,9569,11291,6733,138884,13078,16113,31349,14864,12547,18477,84979
2022/2/4,3091767,105892,11656,5360,24200,4947,6889,15458,40877,27897,34234,183984,163540,654281,277688,18495,8255,14826,6402,10320,19408,33294,51147,185585,25366,26628,75335,387580,148370,30177,13150,3961,4537,30516,53274,14516,5537,9938,11554,6934,144003,13615,16679,32264,15364,12915,19162,85608
2022/2/5,3197505,109938,12064,5504,24944,5206,7148,15999,42432,28751,35404,195934,168256,675403,286783,19045,8554,15325,6637,10320,20704,34249,53112,191732,26137,27599,77984,399882,153968,31199,13702,4080,4590,31974,54507,14836,5721,10247,11867,7182,149606,14132,17035,33185,15810,13228,19162,86279
2022/2/6,3290305,113402,12492,5626,25561,5380,7343,16513,44100,29487,36215,202147,173368,692929,295194,19415,8874,15827,6873,10320,21261,34989,54850,198113,26913,28390,80569,413207,159819,32032,14154,4183,4648,33013,55783,15122,5895,10579,12046,7402,153551,14467,17432,33838,16198,13552,20294,86790
2022/2/7,3361958,116089,12752,5724,25984,5380,7564,16850,45587,29953,36707,207867,178063,705140,301723,19748,9145,16213,7096,11092,21633,35564,56226,202788,27359,29409,82828,421515,165203,32963,14554,4269,4711,33626,56890,15272,6041,10785,12205,7538,156736,14887,17707,34331,16520,13722,20744,87106
2022/2/8,3457858,118968,13143,5876,26660,5719,7765,16850,46848,30739,37739,213892,183152,722253,310533,20152,9388,16434,7324,11277,22108,36580,58350,206895,28074,30798,84968,442124,168646,34165,15113,4331,4791,34512,57638,15645,6198,11144,12449,7787,161545,15451,18159,35359,17043,13964,21372,87788
2022/2/9,3555751,122574,13641,6051,27594,5939,8016,17867,48379,31593,38627,218832,187892,740540,317785,20772,9797,16974,7548,11561,22798,37534,60299,212750,28954,31714,87964,457385,174970,35759,15609,4408,4890,35643,58529,15995,6384,11558,12709,8051,166545,15997,18615,36243,17434,14308,22093,88482
