Date,ALL,Hokkaido,Aomori,Iwate,Miyagi,Akita,Yamagata,Fukushima,Ibaraki,Tochigi,Gunma,Saitama,Chiba,Tokyo,Kanagawa,Niigata,Toyama,Ishikawa,Fukui,Yamanashi,Nagano,Gifu,Shizuoka,Aichi,Mie,Shiga,Kyoto,Osaka,Hyogo,Nara,Wakayama,Tottori,Shimane,Okayama,Hiroshima,Yamaguchi,Tokushima,Kagawa,Ehime,Kochi,Fukuoka,Saga,Nagasaki,Kumamoto,Oita,Miyazaki,Kagoshima,Okinawa
2021/1/27,373460,17010,695,495,3319,253,473,1678,4543,3653,3701,24094,21134,96507,39159,868,849,1442,504,898,2239,4088,4384,23141,2100,2057,7963,42427,15619,2932,1024,198,250,2285,4664,1169,375,610,969,829,15367,931,1435,3284,1093,1777,1556,7270
2021/1/28,377364,17125,699,495,3345,255,480,1693,4600,3687,3734,24386,21448,97571,39592,889,857,1447,506,898,2256,4142,4468,23368,2129,2067,8091,42824,15830,2957,1032,198,254,2303,4700,1190,381,620,970,835,15367,938,1446,3299,1115,1794,1566,7368
2021/1/29,380927,17236,702,495,3361,260,487,1707,4686,3731,3775,24642,21787,98439,39977,899,863,1451,509,898,2268,4169,4512,23612,2146,2097,8200,43170,16059,2988,1047,198,264,2315,4726,1204,383,626,977,841,15367,940,1474,3318,1135,1808,1598,7431
2021/1/30,384582,17342,711,496,3384,260,500,1718,4755,3755,3806,24948,22104,99208,40374,904,868,1455,510,898,2280,4197,4566,23775,2174,2115,8200,43508,16220,3009,1054,198,265,2329,4763,1218,384,635,993,846,15895,946,1474,3331,1145,1808,1598,7511
2021/1/31,387358,17445,717,496,3397,261,503,1727,4818,3771,3867,25191,22316,99841,40764,910,870,1462,514,898,2288,4216,4585,23901,2188,2123,8200,43722,16357,3034,1063,198,268,2338,4801,1235,385,645,993,847,16176,951,1474,3339,1158,1808,1598,7550
2021/2/1,389455,17521,717,496,3410,261,506,1735,4846,3774,3892,25347,22508,100234,40985,911,872,1466,517,901,2290,4233,4608,24022,2203,2132,8447,43900,16468,3067,1065,199,269,2345,4815,1240,386,655,995,851,16176,953,1526,3343,1166,1836,1632,7585
2021/2/2,391663,17626,724,499,3420,262,510,1737,4875,3791,3930,25594,22730,100790,41172,921,873,1473,517,901,2298,4269,4629,24101,2232,2158,8510,44111,16528,3087,1071,202,271,2354,4827,1250,389,663,996,851,16239,957,1530,3353,1177,1853,1632,7631
2021/2/3,394254,17720,730,505,3431,266,513,1750,4914,3803,3969,25851,22948,101466,41404,928,876,1484,517,902,2314,4321,4645,24202,2259,2180,8566,44355,16662,3121,1085,203,273,2366,4841,1272,389,668,997,851,16316,965,1537,3360,1191,1866,1632,7691
2021/2/4,396870,17840,736,509,3440,267,516,1759,4978,3830,4022,26091,23150,102200,41628,941,876,1494,519,907,2319,4347,4672,24316,2285,2200,8609,44562,16782,3148,1091,204,273,2375,4856,1279,392,676,1000,852,16434,970,1540,3368,1206,1873,1640,7749
2021/2/5,399176,17933,738,511,3452,269,519,1768,5034,3854,4065,26318,23389,102777,41916,943,878,1519,519,908,2328,4384,4708,24417,2298,2215,8651,44771,16893,3166,1098,206,274,2380,4863,1283,392,682,1004,855,16434,976,1543,3372,1215,1879,1640,7790
2021/2/6,401254,18011,740,513,3461,269,526,1775,5092,3871,4092,26524,23615,103416,42117,950,880,1533,521,908,2329,4409,4732,24503,2298,2233,8651,44959,16989,3185,1106,207,276,2390,4872,1292,394,692,1009,860,16434,976,1543,3372,1223,1879,1656,7822
2021/2/7,402797,18080,744,514,3471,269,526,1778,5142,3881,4092,26711,23736,103845,42281,953,880,1533,521,908,2335,4431,4742,24623,2331,2238,8651,45076,17080,3198,1108,207,276,2406,4879,1302,395,697,1013,862,16434,978,1543,3372,1226,1879,1659,7842
2021/2/8,404582,18130,744,514,3477,269,526,1781,5173,3884,4128,26832,23891,104121,42402,955,881,1570,522,913,2338,4459,4753,24695,2336,2251,8750,45195,17132,3208,1111,207,276,2409,4890,1308,395,700,1017,863,16835,981,1563,3385,1233,1883,1665,7882
2021/2/9,406001,18171,750,516,3478,269,527,1788,5213,3898,4149,27004,23989,104533,42544,965,882,1580,528,914,2340,4480,4774,24695,2343,2261,8771,45350,17165,3217,1113,207,278,2415,4899,1323,397,704,1023,864,16892,986,1565,3388,1237,1891,1675,7901
2021/2/10,407825,18235,790,518,3483,269,531,1794,5246,3918,4178,27173,24134,105024,42720,972,883,1596,528,918,2340,4509,4785,24822,2353,2270,8798,45477,17232,3233,1118,207,278,2422,4909,1338,402,706,1026,864,16963,992,1569,3392,1242,1906,1685,7928
2021/2/11,409562,18327,794,519,3488,269,531,1805,5293,3927,4200,27345,24261,105458,42897,986,884,1621,528,918,2345,4524,4801,24936,2361,2284,8798,45618,17324,3238,1129,207,280,2428,4915,1344,419,713,1026,868,17066,993,1569,3392,1249,1906,1685,7944
2021/2/12,410961,18402,794,519,3490,269,531,1818,5315,3938,4213,27469,24378,105765,43051,993,886,1636,528,919,2345,4541,4809,25016,2370,2293,8846,45707,17377,3242,1140,207,280,2438,4924,1349,423,714,1029,873,17176,994,1580,3403,1251,1906,1705,7960
2021/2/13,412273,18441,801,520,3493,269,532,1827,5334,3954,4231,27633,24476,106134,43156,1003,887,1652,530,919,2345,4554,4824,25069,2379,2305,8846,45849,17415,3254,1143,207,280,2442,4931,1352,424,715,1029,874,17263,995,1580,3403,1261,1906,1716,7971
2021/2/14,413581,18493,805,521,3498,269,534,1833,5372,3962,4265,27764,24584,106505,43264,1005,887,1682,530,919,2345,4577,4845,25128,2389,2316,8846,45947,17470,3268,1147,207,280,2445,4939,1354,426,719,1029,876,17327,995,1580,3403,1262,1906,1724,7990
2021/2/15,415563,18534,806,524,3509,269,534,1836,5390,3971,4282,27857,24720,107609,43335,1008,888,1693,530,928,2347,4590,4855,25205,2393,2325,8916,46016,17514,3273,1151,207,280,2449,4949,1356,430,721,1029,877,17396,995,1585,3413,1263,1935,1726,7995
2021/2/16,416812,18578,810,530,3513,269,534,1842,5411,3981,4296,27971,24865,107959,43468,1011,892,1714,531,929,2349,4616,4870,25247,2408,2332,8923,46114,17540,3285,1153,207,280,2454,4961,1361,434,724,1029,882,17442,995,1585,3418,1267,1937,1738,8008
2021/2/17,418201,18642,812,539,3519,269,534,1849,5437,3990,4324,28100,24995,108337,43583,1019,895,1728,535,929,2349,4628,4903,25310,2420,2348,8940,46247,17586,3300,1154,207,280,2458,4976,1363,439,724,1029,882,17490,995,1586,3425,1271,1938,1739,8029
2021/2/18,419760,18674,812,543,3523,269,535,1861,5476,4005,4338,28309,25144,108782,43725,1024,895,1743,537,933,2352,4641,4927,25391,2440,2353,8957,46336,17660,3313,1156,207,280,2460,4985,1366,444,727,1032,884,17555,995,1588,3429,1276,1940,1742,8047
2021/2/19,421099,18717,812,549,3530,269,537,1867,5498,4012,4354,28450,25291,109135,43854,1028,897,1760,542,934,2354,4652,4963,25442,2454,2361,8975,46427,17706,3326,1158,207,281,2461,4992,1366,446,728,1044,884,17656,996,1590,3432,1280,1943,1743,8047
2021/2/20,422290,18751,812,553,3550,269,537,1872,5536,4028,4354,28571,25414,109462,43985,1030,897,1779,542,934,2358,4655,4985,25491,2465,2376,8975,46521,17737,3331,1159,208,281,2463,4993,1367,447,734,1047,884,17716,1004,1590,3432,1283,1943,1744,8076
2021/2/21,423379,18814,812,553,3561,269,537,1872,5582,4037,4375,28655,25577,109734,44085,1032,898,1791,542,934,2358,4666,5003,25537,2476,2384,8975,46581,17779,3335,1159,208,281,2466,4996,1369,447,739,1050,884,17787,1012,1590,3432,1285,1943,1745,8083
2021/2/22,424236,18835,812,553,3563,269,537,1876,5595,4037,4381,28756,25676,109912,44181,1032,903,1797,542,935,2358,4675,5015,25569,2480,2398,9017,46679,17806,3338,1159,208,281,2470,4999,1369,447,741,1052,884,17819,1017,1605,3437,1286,1946,1747,8093
2021/2/23,425245,18901,813,553,3568,269,537,1885,5611,4048,4402,28861,25766,110187,44278,1041,903,1811,542,935,2358,4687,5046,25599,2486,2411,9017,46779,17820,3341,1160,208,282,2472,5004,1370,447,744,1055,884,17845,1028,1608,3437,1288,1946,1754,8109
2021/2/24,426330,18944,813,553,3576,269,538,1890,5669,4060,4416,28920,25892,110400,44371,1052,905,1822,544,936,2359,4700,5070,25696,2574,2424,9032,46841,17844,3344,1161,208,284,2474,5008,1372,448,747,1056,884,17890,1032,1609,3438,1288,1949,1758,8121
2021/2/25,427248,18987,814,553,3581,269,542,1898,5682,4073,4422,29031,25999,110740,44490,1055,905,1830,544,939,2359,4708,5082,25696,2501,2432,9039,46923,17862,3350,1161,208,284,2474,5013,1374,449,747,1058,884,17916,1044,1609,3438,1289,1951,1758,8136
2021/2/26,428307,19023,816,553,3585,269,542,1919,5710,4078,4459,29132,26112,111010,44607,1070,905,1841,544,939,2363,4711,5100,25737,2509,2444,9046,47000,17898,3353,1161,210,284,2478,5019,1377,450,747,1061,884,17955,1052,1609,3439,1289,1951,1758,8159
2021/2/27,429502,19066,816,554,3597,269,543,1919,5740,4090,4491,29250,26263,111347,44768,1076,905,1845,545,939,2364,4714,5126,25777,2521,2462,9046,47069,17922,3356,1162,210,284,2479,5022,1380,450,749,1062,884,18007,1054,1610,3439,1291,1951,1761,8178
2021/2/28,430530,19093,816,554,3612,269,543,1947,5755,4093,4502,29347,26395,111676,44899,1080,905,1851,545,939,2364,4722,5141,25830,2528,2467,9046,47123,17943,3358,1163,210,284,2484,5022,1382,452,750,1063,884,18038,1057,1612,3439,1293,1951,1761,8193
2021/3/1,431247,19122,816,554,3626,269,543,1962,5808,4101,4517,29408,26522,111797,44951,1085,905,1857,545,939,2364,4732,5151,25861,2532,2470,9064,47179,17968,3365,1164,210,284,2486,5024,1382,452,750,1064,884,18061,1063,1612,3444,1293,1951,1761,8200
2021/3/2,432098,19151,817,554,3644,269,543,1969,5826,4113,4528,29509,26609,112029,45035,1091,905,1862,545,939,2364,4741,5169,25892,2541,2481,9067,47260,17989,3368,1164,210,284,2488,5026,1384,452,752,1064,887,18078,1067,1612,3445,1294,1953,1762,8217
2021/3/3,433287,19211,817,554,3658,269,543,2007,5860,4120,4545,29607,26773,112345,45174,1092,905,1870,545,940,2364,4750,5190,25925,2545,2498,9070,47358,18033,3372,1164,210,284,2496,5031,1385,453,752,1065,887,18097,1069,1612,3448,1295,1953,1762,8235
2021/3/4,434465,19277,818,554,3691,269,543,2041,5897,4131,4566,29730,26880,112624,45312,1095,905,1873,545,941,2364,4756,5199,25980,2549,2524,9076,47439,18073,3377,1166,210,284,2496,5033,1385,457,753,1065,896,18134,1072,1612,3450,1296,1953,1762,8263
2021/3/5,435627,19341,820,555,3708,269,543,2060,5941,4145,4578,29820,27015,112925,45442,1105,907,1876,545,941,2368,4762,5222,26048,2554,2538,9079,47512,18094,3388,1167,210,284,2509,5037,1385,460,754,1066,901,18171,1077,1612,3455,1297,1953,1762,8277
2021/3/6,436684,19388,820,555,3735,269,543,2071,5969,4157,4595,29934,27124,113218,45555,1110,907,1877,545,941,2369,4771,5231,26098,2564,2546,9079,47594,18130,3396,1167,210,284,2518,5037,1385,461,755,1066,902,18196,1078,1612,3455,1297,1953,1762,8306
2021/3/7,437717,19472,820,555,3768,269,543,2095,5990,4166,4601,30057,27237,113455,45674,1117,908,1877,545,941,2374,4774,5255,26133,2566,2559,9079,47670,18145,3404,1167,210,284,2523,5044,1386,461,757,1066,903,18225,1090,1612,3455,1297,1953,1762,8324
2021/3/8,438395,19535,820,555,3791,269,544,2105,6012,4172,4611,30122,27310,113571,45733,1124,909,1877,546,941,2374,4776,5267,26160,2567,2572,9107,47708,18185,3409,1167,210,284,2526,5046,1387,461,758,1066,903,18260,1094,1612,3457,1297,1953,1762,8331
2021/3/9,439451,19598,822,555,3835,269,545,2121,6038,4194,4617,30228,27391,113861,45833,1139,909,1879,546,941,2379,4782,5281,26168,2570,2604,9120,47811,18194,3414,1168,210,284,2536,5049,1389,461,760,1067,904,18275,1114,1613,3462,1297,1953,1762,8354
2021/3/10,440719,19663,828,555,3864,269,545,2144,6071,4207,4633,30363,27497,114201,45957,1152,909,1879,546,941,2385,4785,5331,26207,2579,2612,9129,47895,18235,3427,1170,210,284,2552,5056,1389,461,762,1068,905,18308,1126,1613,3467,1297,1953,1762,8378
2021/3/11,442004,19734,836,557,3905,269,553,2160,6107,4224,4644,30489,27619,114536,46082,1162,909,1879,546,941,2389,4786,5356,26251,2587,2625,9156,47983,18276,3432,1171,210,284,2563,5057,1389,462,764,1070,906,18357,1130,1613,3467,1297,1953,1762,8407
2021/3/12,443295,19787,844,558,3953,269,553,2169,6149,4242,4664,30644,27724,114840,46189,1174,909,1879,546,946,2399,4790,5373,26317,2593,2635,9173,48094,18334,3443,1172,210,284,2571,5058,1389,464,764,1073,908,18388,1136,1613,3469,1297,1953,1762,8445
2021/3/13,444579,19845,852,561,4006,269,553,2183,6166,4260,4683,30827,27853,115170,46283,1180,909,1883,546,946,2407,4794,5391,26369,2598,2638,9173,48214,18383,3448,1172,210,284,2577,5059,1390,464,765,1073,908,18431,1139,1613,3469,1298,1953,1762,8473
2021/3/14,445607,19890,859,564,4055,269,554,2198,6184,4284,4693,30904,27959,115409,46392,1182,912,1886,546,946,2417,4796,5395,26424,2606,2643,9173,48306,18437,3453,1178,210,285,2579,5061,1390,464,765,1074,909,18472,1143,1613,3469,1298,1953,1763,8496
2021/3/15,446383,19944,863,565,4098,269,557,2204,6194,4288,4705,30976,28035,115584,46447,1188,912,1886,546,951,2431,4796,5404,26448,2608,2646,9196,48373,18475,3456,1179,210,285,2583,5064,1390,464,765,1074,909,18510,1142,1613,3474,1299,1953,1763,8512
2021/3/16,447406,20013,877,565,4137,270,561,2211,6219,4305,4715,31072,28111,115884,46538,1196,912,1887,547,953,2439,4801,5429,26463,2612,2657,9202,48459,18507,3467,1182,210,285,2588,5066,1393,464,766,1074,909,18523,1144,1614,3474,1299,1953,1764,8540
2021/3/17,448865,20086,881,571,4217,272,565,2234,6259,4335,4742,31203,28202,116293,46631,1214,913,1887,549,954,2464,4809,5438,26493,2618,2663,9211,48606,18585,3482,1187,210,285,2590,5067,1395,464,769,1076,910,18551,1148,1614,3481,1299,1953,1765,8575
2021/3/18,450374,20182,885,575,4319,273,576,2253,6306,4354,4767,31318,28324,116616,46791,1226,915,1888,549,955,2478,4814,5451,26541,2626,2674,9225,48747,18659,3489,1189,210,285,2598,5069,1396,466,772,1077,911,18593,1150,1614,3482,1300,1953,1766,8618
2021/3/19,451827,20260,890,583,4411,274,594,2267,6344,4390,4783,31452,28453,116919,46901,1245,915,1891,550,955,2496,4820,5464,26579,2634,2681,9236,48905,18734,3491,1191,210,285,2607,5070,1397,466,773,1077,912,18638,1155,1615,3485,1300,1953,1766,8661
2021/3/20,453301,20311,895,585,4524,277,615,2300,6377,4419,4808,31585,28551,117261,47008,1256,920,1893,553,955,2513,4826,5487,26626,2639,2686,9236,49058,18795,3503,1197,210,285,2611,5070,1397,466,776,1081,912,18678,1158,1615,3485,1300,1953,1769,8727
2021/3/21,454435,20371,896,587,4630,277,646,2314,6399,4422,4819,31664,28639,117517,47085,1274,921,1894,553,955,2532,4827,5493,26681,2643,2693,9236,49158,18859,3511,1202,210,285,2620,5078,1397,468,776,1084,912,18716,1162,1616,3485,1301,1953,1774,8751
2021/3/22,455403,20421,896,588,4744,277,667,2327,6418,4431,4831,31724,28736,117704,47141,1295,921,1894,553,956,2542,4833,5499,26715,2643,2699,9269,49237,18905,3516,1204,210,285,2627,5086,1397,471,776,1087,912,18750,1163,1616,3491,1301,1953,1775,8768
2021/3/23,456688,20463,902,589,4798,278,687,2336,6451,4451,4849,31860,28810,118041,47213,1313,923,1895,553,956,2552,4845,5518,26746,2650,2706,9269,49420,18928,3531,1213,210,285,2630,5087,1399,473,776,1110,913,18765,1163,1617,3493,1301,1953,1775,8843
2021/3/24,458536,20544,909,591,4929,278,703,2371,6496,4467,4869,31981,28918,118461,47341,1324,927,1896,553,956,2581,4863,5543,26809,2660,2713,9294,49682,19012,3553,1220,210,285,2635,5091,1402,479,776,1134,914,18801,1164,1617,3493,1302,1953,1776,8911
2021/3/25,460475,20611,921,596,5120,279,752,2387,6533,4474,4890,32094,29014,118855,47462,1347,930,1899,553,956,2614,4875,5558,26883,2669,2720,9313,49948,19130,3575,1228,211,285,2637,5096,1403,498,777,1193,914,18825,1164,1622,3494,1302,1953,1778,8988
2021/3/26,462499,20680,929,601,5284,281,786,2415,6567,4504,4913,32229,29149,119231,47579,1364,930,1900,568,956,2651,4891,5593,26961,2685,2725,9337,50248,19230,3590,1239,211,286,2642,5101,1403,504,780,1232,914,18853,1164,1625,3495,1304,1953,1790,9077
2021/3/27,464470,20742,932,604,5427,283,831,2415,6600,4526,4929,32353,29245,119661,47681,1380,933,1901,568,956,2679,4909,5619,27025,2695,2731,9337,50634,19346,3618,1244,211,286,2642,5107,1406,514,782,1251,914,18881,1170,1626,3495,1304,1953,1800,9175
2021/3/28,466230,20816,944,608,5529,283,865,2415,6651,4545,4943,32467,29337,119974,47745,1392,934,1901,570,956,2711,4921,5642,27083,2708,2734,9337,50957,19510,3660,1248,211,286,2645,5114,1406,517,789,1278,914,18919,1181,1627,3495,1305,1954,1812,9242
2021/3/29,467786,20862,944,609,5654,283,888,2473,6674,4561,4963,32569,29447,120208,47838,1400,933,1901,573,962,2731,4926,5658,27169,2717,2740,9415,51170,19603,3678,1257,213,286,2649,5124,1409,526,795,1302,914,18942,1183,1628,3498,1307,1954,1817,9284
2021/3/30,469713,20918,950,614,5766,283,915,2479,6703,4590,4986,32676,29528,120572,47934,1428,936,1902,583,965,2753,4937,5683,27208,2734,2753,9430,51602,19672,3725,1273,230,286,2674,5143,1415,527,808,1332,916,18955,1184,1629,3504,1308,1961,1823,9371
2021/3/31,472366,20994,1031,621,5915,283,948,2499,6740,4638,5007,32828,29634,120986,48071,1461,938,1911,589,968,2796,4953,5708,27264,2753,2770,9460,52201,19848,3771,1287,241,287,2693,5151,1418,535,836,1365,917,18985,1189,1634,3506,1309,1966,1830,9482
2021/4/1,475044,21051,1039,646,6103,285,972,2521,6765,4659,5031,32960,29735,121461,48204,1486,939,1916,595,969,2828,4964,5725,27363,2777,2794,9517,52817,20059,3817,1304,260,288,2703,5169,1421,546,849,1395,919,19014,1198,1638,3506,1314,1966,1832,9575
2021/4/2,477737,21108,1058,673,6210,288,995,2555,6800,4691,5065,33123,29840,121901,48337,1516,942,1930,597,981,2855,4979,5755,27446,2803,2824,9573,53430,20258,3869,1319,269,288,2721,5181,1427,562,872,1423,919,19041,1206,1643,3517,1315,1966,1839,9678
2021/4/3,480424,21174,1070,687,6341,301,1012,2583,6831,4732,5081,33272,29929,122347,48466,1533,948,1941,610,981,2901,4995,5792,27589,2825,2834,9573,54096,20431,3912,1336,276,288,2741,5190,1435,572,888,1457,921,19080,1214,1645,3517,1320,1966,1847,9795
2021/4/4,482871,21227,1080,704,6458,301,1033,2604,6876,4756,5111,33407,30053,122702,48608,1556,951,1952,616,981,2934,5008,5821,27707,2843,2847,9573,54689,20636,3952,1350,277,288,2755,5198,1438,586,901,1486,923,19119,1219,1645,3517,1322,1966,1855,9891
2021/4/5,485085,21298,1086,705,6520,301,1052,2912,6892,4777,5118,33493,30141,122951,48676,1566,961,1957,619,989,2957,5019,5836,27823,2853,2857,9757,55030,20847,4019,1364,277,288,2762,5209,1439,593,914,1518,931,19146,1224,1645,3521,1323,1966,1863,9941
2021/4/6,487108,21361,1108,713,6594,303,1077,2654,6908,4801,5131,33609,30203,123350,48775,1586,965,1973,626,992,2982,5037,5849,27868,2863,2869,9789,55748,20933,4098,1384,279,288,2781,5218,1440,605,935,1561,937,19160,1233,1646,3526,1326,1966,1870,10039
2021/4/7,490400,21433,1119,713,6716,311,1106,2699,6954,4825,5156,33766,30279,123905,48893,1620,994,1987,628,996,3030,5056,5871,27980,2896,2893,9844,56626,21208,4183,1422,281,289,2804,5221,1443,624,947,1595,937,19211,1240,1646,3530,1328,1966,1886,10194
2021/4/8,493728,21512,1131,732,6813,319,1129,2721,6993,4850,5191,33920,30373,124450,49068,1653,1001,1992,639,1001,3069,5074,5892,28168,2924,2924,9937,57531,21536,4276,1454,284,291,2830,5228,1448,639,955,1627,945,19253,1244,1648,3530,1333,1971,1886,10194
2021/4/9,497305,21595,1144,737,6983,320,1153,2774,7031,4891,5208,34051,30554,124987,49236,1681,1017,2014,647,1012,3117,5098,5918,28312,2941,2938,10020,58414,21846,4371,1498,291,291,2869,5238,1455,656,967,1654,946,19300,1253,1650,3531,1337,1971,1905,10334
2021/4/10,500895,21711,1159,745,7092,325,1186,2791,7070,4920,5247,34193,30648,125557,49416,1708,1035,2030,653,1012,3155,5122,5937,28484,2980,2955,10020,59332,22160,4456,1521,291,291,2911,5252,1458,677,976,1688,946,19354,1261,1653,3531,1342,1971,1913,10611
2021/4/11,503774,21780,1163,752,7164,331,1197,2806,7113,4927,5261,34332,30746,125978,49548,1728,1042,2048,657,1012,3200,5136,5960,28681,2993,2965,10020,60092,22511,4527,1521,291,291,2953,5274,1461,693,985,1712,946,19435,1265,1660,3531,1344,1971,1918,10704
2021/4/12,506272,21838,1177,761,7198,335,1225,2817,7130,4941,5289,34427,30849,126284,49642,1737,1050,2060,659,1028,3221,5143,5974,28810,3011,2979,10281,60695,22740,4574,1559,302,292,2974,5285,1462,713,990,1727,946,19487,1276,1668,3536,1348,2020,1922,10741
2021/4/13,509627,21898,1196,763,7270,341,1242,2830,7160,4954,5309,34583,30911,126794,49756,1769,1055,2073,665,1029,3250,5178,5991,28932,3034,3018,10323,62046,22897,4636,1589,308,293,2991,5293,1468,736,1001,1746,946,19521,1288,1674,3551,1353,2025,1926,10866
2021/4/14,513569,21975,1215,765,7366,344,1258,2860,7211,4985,5365,34728,31008,127385,49961,1806,1066,2094,675,1036,3312,5205,6027,29100,3063,3054,10384,63174,23286,4729,1633,313,294,3023,5302,1473,761,1012,1776,947,19592,1297,1683,3561,1358,2025,1930,11003
2021/4/15,518187,22076,1260,771,7419,349,1288,2880,7270,5007,5396,34916,31152,128114,50203,1842,1080,2113,684,1050,3351,5239,6027,29316,3089,3096,10509,64382,23793,4815,1666,320,295,3069,5330,1485,791,1028,1819,951,19748,1302,1702,3579,1361,2025,1943,11137
2021/4/16,522647,22174,1273,774,7487,356,1307,2927,7322,5027,5424,35079,31307,128781,50412,1882,1100,2148,703,1057,3351,5295,6090,29533,3125,3135,10616,65591,24286,4907,1699,326,296,3100,5350,1503,821,1039,1864,953,19857,1309,1725,3591,1367,2043,1946,11240
2021/4/17,527247,22283,1299,776,7552,362,1323,2948,7385,5057,5460,35286,31463,129540,50659,1915,1120,2164,710,1057,3413,5333,6110,29757,3153,3173,10616,66752,24796,4997,1734,334,297,3153,5373,1540,865,1055,1907,960,19995,1327,1749,3591,1373,2043,1946,11397
2021/4/18,531466,22381,1305,779,7580,367,1331,2985,7432,5068,5481,35452,31608,130083,50879,1939,1144,2182,729,1057,3505,5350,6147,29987,3174,3204,10616,67972,25334,5079,1778,334,297,3214,5406,1553,903,1061,1955,963,20132,1337,1769,3591,1378,2043,1964,11489
2021/4/19,534716,22459,1320,781,7601,377,1349,3007,7484,5080,5494,35570,31714,130488,51021,1951,1154,2192,741,1071,3525,5376,6158,30194,3189,3233,10924,68688,25739,5164,1807,343,297,3244,5436,1570,939,1065,1970,965,20242,1352,1779,3591,1379,2053,1970,11521
2021/4/20,538881,22565,1336,786,7656,390,1361,3034,7517,5103,5526,35777,31820,131199,51178,1985,1165,2215,753,1078,3545,5413,6183,30318,3226,3277,11033,69841,26032,5245,1862,343,298,3282,5467,1593,964,1084,1998,970,20359,1390,1792,3700,1385,2053,1983,11652
2021/4/21,543799,22689,1376,794,7730,395,1381,3061,7579,5128,5566,36004,31931,132042,51430,2033,1186,2248,779,1095,3580,5448,6208,30507,3283,3323,11153,71083,26459,5360,1898,350,310,3340,5495,1617,1000,1102,2051,973,20509,1420,1807,3727,1415,2053,1985,11747
2021/4/22,549259,22842,1408,802,7808,399,1390,3094,7666,5150,5602,36237,32072,132903,51748,2064,1202,2279,817,1102,3635,5492,6227,30818,3351,3364,11281,72250,27018,5486,1943,351,320,3385,5531,1640,1034,1124,2080,975,20753,1452,1852,3767,1457,2080,1992,11867
2021/4/23,554356,23000,1435,811,7832,402,1411,3148,7729,5173,5637,36444,32211,133662,51974,2108,1229,2309,831,1113,3675,5535,6261,31112,3418,3432,11427,73412,27564,5573,1979,352,324,3447,5573,1674,1068,1137,2132,980,21021,1452,1887,3767,1502,2089,2003,11952
2021/4/24,559492,23160,1462,838,7867,413,1423,3181,7811,5199,5686,36673,32357,134538,52190,2145,1244,2346,843,1113,3715,5593,6284,31394,3490,3499,11427,74509,28131,5678,2010,352,329,3536,5620,1697,1115,1146,2164,982,21260,1452,1923,3767,1578,2124,2010,12069
2021/4/25,564211,23270,1482,848,7898,414,1441,3198,7887,5227,5724,36884,32503,135173,52411,2177,1254,2367,849,1113,3735,5635,6315,31732,3526,3521,11427,75559,28762,5768,2033,356,332,3601,5669,1718,1159,1154,2192,989,21581,1524,1947,3767,1641,2140,2024,12135
2021/4/26,568372,23409,1489,851,7914,417,1460,3216,7922,5242,5754,36993,32593,135598,52571,2192,1263,2382,849,1138,3741,5667,6327,31957,3558,3553,11881,76483,29235,5823,2049,362,335,3639,5669,1724,1188,1165,2213,996,21915,1535,1967,3953,1674,2145,2037,12179
2021/4/27,572888,23530,1503,858,7950,425,1467,3237,7970,5281,5803,37176,32722,136426,52783,2217,1279,2399,849,1148,3762,5720,6354,32118,3602,3597,12000,77713,29535,5899,2076,364,338,3686,5732,1764,1203,1181,2241,1010,22069,1550,2010,3999,1725,2155,2048,12265
2021/4/28,578306,23749,1531,867,7992,430,1467,3280,8040,5309,5867,37400,32865,137351,53040,2242,1291,2428,849,1170,3804,5778,6379,32399,3662,3642,12112,78973,30038,6004,2102,365,343,3773,5778,1790,1224,1204,2279,1017,22345,1569,2030,4054,1759,2176,2062,12328
2021/4/29,584086,23983,1553,901,8013,452,1504,3324,8098,5340,5937,37656,33017,138378,53295,2273,1304,2467,873,1170,3825,5850,6435,32721,3713,3683,12112,80145,30637,6094,2138,369,347,3872,5845,1823,1270,1233,2312,1026,22784,1584,2057,4054,1800,2176,2090,12404
2021/4/30,588900,24170,1576,912,8042,455,1513,3373,8143,5349,6014,37801,33209,139076,53535,2285,1319,2467,875,1193,3854,5879,6459,33151,3765,3724,12387,81185,31171,6171,2158,372,347,3946,5889,1834,1295,1259,2330,1040,22784,1604,2077,4110,1855,2212,2123,12463
2021/5/1,594500,24350,1598,948,8063,480,1523,3408,8208,5380,6014,38037,33304,140126,53810,2307,1333,2520,884,1193,3875,5975,6496,33437,3814,3784,12387,82447,31504,6267,2182,373,353,4022,5889,1860,1319,1282,2355,1052,23426,1604,2108,4150,1907,2246,2183,12568
2021/5/2,600119,24676,1620,970,8118,492,1530,3464,8271,5401,6014,38327,33486,141005,54057,2337,1350,2520,898,1193,3919,6035,6541,33833,3863,3818,12387,83504,32043,6366,2221,374,356,4136,6079,1889,1339,1311,2381,1067,23778,1604,2141,4210,1950,2246,2225,12625
2021/5/3,604872,24790,1632,988,8143,506,1538,3513,8317,5420,6014,38525,33634,141713,54279,2384,1361,2589,906,1239,3940,6100,6561,34183,3899,3855,12387,84351,32579,6436,2236,374,357,4245,6121,1901,1399,1325,2408,1077,24194,1677,2165,4261,2003,2246,2270,12682
