10歳未満,10代,20代,30代,40代,50代,60代,70代,80代,90代,100歳以上,10歳未満,10代,20代,30代,40代,50代,60代,70代,80代,90代,100歳以上
13.5695,12.7005,19.7193,20.6885,15.4078,8.6898,3.2754,2.8743,2.3061,0.7687,0.0000,13.5695,26.2701,45.9893,66.6778,82.0856,90.7754,94.0508,96.9251,99.2313,100.0000,100.0000
11.5484,13.6678,22.7509,19.0744,15.5709,8.6938,4.5415,2.2491,1.3408,0.5190,0.0433,11.5484,25.2163,47.9671,67.0415,82.6125,91.3062,95.8478,98.0969,99.4377,99.9567,100.0000
9.6341,12.2106,23.5997,18.7827,18.1105,8.7379,4.1075,2.2778,1.7550,0.7468,0.0373,9.6341,21.8447,45.4444,64.2270,82.3376,91.0754,95.1830,97.4608,99.2158,99.9627,100.0000
12.4145,12.7564,21.7254,19.4108,15.2025,9.7580,3.5245,2.8143,1.4992,0.8680,0.0263,12.4145,25.1710,46.8964,66.3072,81.5097,91.2678,94.7922,97.6065,99.1057,99.9737,100.0000
11.1701,14.1644,24.5487,16.9887,15.8208,9.1739,3.7800,2.0174,1.8263,0.4884,0.0212,11.1701,25.3345,49.8832,66.8719,82.6927,91.8666,95.6466,97.6640,99.4903,99.9788,100.0000
11.4580,12.3547,26.3700,19.4288,13.8160,8.5022,3.6201,2.2916,1.4613,0.6974,0.0000,11.4580,23.8127,50.1827,69.6114,83.4274,91.9296,95.5497,97.8412,99.3026,100.0000,100.0000
9.9168,11.6708,26.8720,19.5188,14.3468,9.1298,4.2725,2.2037,1.3492,0.6746,0.0450,9.9168,21.5876,48.4596,67.9784,82.3252,91.4549,95.7275,97.9312,99.2804,99.9550,100.0000
10.1239,11.8463,28.6915,18.2735,14.1987,8.3176,4.1378,2.5835,1.4493,0.3781,0.0000,10.1239,21.9702,50.6616,68.9351,83.1338,91.4514,95.5892,98.1727,99.6219,100.0000,100.0000
10.8948,12.5326,28.9343,17.8495,12.5326,9.1384,3.7978,2.2787,1.4004,0.5934,0.0475,10.8948,23.4275,52.3617,70.2113,82.7439,91.8823,95.6800,97.9587,99.3591,99.9525,100.0000
11.1707,11.8537,27.7561,18.7073,13.5610,8.3415,3.5122,2.3902,1.9756,0.6585,0.0732,11.1707,23.0244,50.7805,69.4878,83.0488,91.3902,94.9024,97.2927,99.2683,99.9268,100.0000
13.4387,13.4914,25.1910,16.7589,13.5968,8.8274,3.9262,2.6087,1.4229,0.7378,0.0000,13.4387,26.9302,52.1212,68.8801,82.4769,91.3043,95.2306,97.8393,99.2622,100.0000,100.0000
15.5111,15.0628,22.5643,16.9456,13.2696,7.2923,4.0347,2.7794,1.8828,0.6575,0.0000,15.5111,30.5738,53.1381,70.0837,83.3533,90.6455,94.6802,97.4597,99.3425,100.0000,100.0000
15.3749,14.1112,21.1879,15.9646,14.5746,9.9410,3.8332,2.4853,1.8113,0.7161,0.0000,15.3749,29.4861,50.6740,66.6386,81.2131,91.1542,94.9874,97.4726,99.2839,100.0000,100.0000
16.4937,12.8618,21.1633,17.5314,14.6914,8.6292,3.7684,2.2665,1.6384,0.9558,0.0000,16.4937,29.3555,50.5188,68.0502,82.7417,91.3708,95.1393,97.4058,99.0442,100.0000,100.0000
16.6590,13.0744,21.2776,17.8768,14.5450,8.2491,3.5386,2.1369,1.5855,1.0340,0.0230,16.6590,29.7335,51.0110,68.8879,83.4329,91.6820,95.2206,97.3575,98.9430,99.9770,100.0000
15.0876,12.8808,20.6284,19.5491,14.9436,8.6592,3.7899,2.5426,1.4392,0.4797,0.0000,15.0876,27.9683,48.5968,68.1458,83.0895,91.7486,95.5385,98.0811,99.5203,100.0000,100.0000
15.7939,12.3215,21.5346,19.2663,15.0098,8.6810,2.6883,2.2963,1.6522,0.6441,0.1120,15.7939,28.1154,49.6500,68.9163,83.9261,92.6071,95.2954,97.5917,99.2439,99.8880,100.0000
17.8798,12.3917,19.4107,19.1508,14.1826,7.6834,3.4084,2.2819,2.4263,1.1554,0.0289,17.8798,30.2715,49.6823,68.8330,83.0156,90.6990,94.1075,96.3894,98.8157,99.9711,100.0000
18.7745,14.0658,18.3821,17.0842,15.6052,7.7271,3.5919,2.1129,1.6903,0.7848,0.1811,18.7745,32.8403,51.2225,68.3067,83.9119,91.6390,95.2309,97.3438,99.0341,99.8189,100.0000
17.0792,14.2574,18.1188,17.7723,14.8020,9.3564,3.2673,2.3267,2.0297,0.9901,0.0000,17.0792,31.3366,49.4554,67.2277,82.0297,91.3861,94.6535,96.9802,99.0099,100.0000,100.0000
17.0493,13.1925,17.2329,18.7328,15.5800,8.3563,3.9792,2.6936,1.9284,1.1019,0.1530,17.0493,30.2418,47.4747,66.2075,81.7876,90.1439,94.1230,96.8167,98.7450,99.8470,100.0000
16.7941,13.9144,18.3741,18.5525,15.2905,8.5627,3.7971,2.3700,1.7839,0.5097,0.0510,16.7941,30.7085,49.0826,67.6351,82.9256,91.4883,95.2854,97.6555,99.4393,99.9490,100.0000
15.2893,11.9540,21.7532,17.5620,15.0531,8.7662,4.5159,2.8335,1.8005,0.4427,0.0295,15.2893,27.2432,48.9965,66.5584,81.6116,90.3778,94.8937,97.7273,99.5277,99.9705,100.0000
13.7315,12.6664,19.6272,18.4861,16.3560,8.9768,3.8037,3.1951,2.3963,0.6847,0.0761,13.7315,26.3979,46.0251,64.5112,80.8672,89.8440,93.6478,96.8429,99.2393,99.9239,100.0000
15.5416,12.3626,19.1523,18.6813,15.5808,8.5950,4.4349,2.9435,1.8838,0.7457,0.0785,15.5416,27.9042,47.0565,65.7378,81.3187,89.9137,94.3485,97.2920,99.1758,99.9215,100.0000
17.7626,12.2374,16.1644,19.2237,16.3927,8.6758,4.0183,3.1050,1.8721,0.5479,0.0000,17.7626,30.0000,46.1644,65.3881,81.7808,90.4566,94.4749,97.5799,99.4521,100.0000,100.0000
14.0940,11.1857,18.4191,19.6122,15.4362,10.6637,4.0268,3.6540,1.8643,0.8949,0.1491,14.0940,25.2796,43.6987,63.3110,78.7472,89.4109,93.4377,97.0917,98.9560,99.8509,100.0000
17.4873,12.2241,18.2088,18.7182,15.5348,8.1494,4.3718,2.9711,1.4856,0.8065,0.0424,17.4873,29.7114,47.9202,66.6384,82.1732,90.3226,94.6944,97.6655,99.1511,99.9576,100.0000
16.1277,11.2769,19.8176,17.9519,16.0448,8.8723,4.7678,2.4876,1.6998,0.9121,0.0415,16.1277,27.4046,47.2222,65.1741,81.2189,90.0912,94.8590,97.3466,99.0464,99.9585,100.0000
14.8736,10.5444,20.9601,19.9314,15.7308,8.9584,4.0720,2.7861,1.5002,0.6429,0.0000,14.8736,25.4179,46.3781,66.3095,82.0403,90.9987,95.0707,97.8568,99.3571,100.0000,100.0000
13.5135,10.0047,21.6216,18.1128,16.3110,9.0090,4.4571,3.4139,2.4656,1.0906,0.0000,13.5135,23.5183,45.1399,63.2527,79.5638,88.5728,93.0299,96.4438,98.9094,100.0000,100.0000
15.0652,9.8020,19.2178,19.1212,17.6243,9.4157,4.9734,2.3660,1.5451,0.8691,0.0000,15.0652,24.8672,44.0850,63.2062,80.8305,90.2463,95.2197,97.5857,99.1309,100.0000,100.0000
16.9299,11.4972,18.4460,17.8143,16.6140,7.7069,4.4220,3.9166,1.8320,0.8212,0.0000,16.9299,28.4270,46.8730,64.6873,81.3013,89.0082,93.4302,97.3468,99.1788,100.0000,100.0000
15.0198,11.4625,18.0830,17.5889,16.5020,10.1779,4.9407,3.8538,1.3834,0.9881,0.0000,15.0198,26.4822,44.5652,62.1542,78.6561,88.8340,93.7747,97.6285,99.0119,100.0000,100.0000
14.8747,11.5320,18.7187,18.2730,17.3816,9.7493,4.1226,2.7298,1.6713,0.9471,0.0000,14.8747,26.4067,45.1253,63.3983,80.7799,90.5292,94.6518,97.3816,99.0529,100.0000,100.0000
16.3476,12.3125,17.9514,17.3306,17.2788,8.8981,4.6042,3.0005,1.5003,0.7243,0.0517,16.3476,28.6601,46.6115,63.9421,81.2209,90.1190,94.7232,97.7237,99.2240,99.9483,100.0000
15.1547,12.0598,18.3031,20.2775,16.3821,8.5379,4.5358,2.7748,1.3874,0.5336,0.0534,15.1547,27.2145,45.5176,65.7951,82.1772,90.7150,95.2508,98.0256,99.4130,99.9466,100.0000
13.0244,13.0244,21.6030,19.3488,15.6544,8.5786,4.0701,2.4421,1.5654,0.6888,0.0000,13.0244,26.0488,47.6518,67.0006,82.6550,91.2336,95.3037,97.7458,99.3112,100.0000,100.0000
14.3045,14.5669,18.6352,18.7008,15.6824,9.3176,3.8714,2.6247,1.5748,0.5906,0.1312,14.3045,28.8714,47.5066,66.2073,81.8898,91.2073,95.0787,97.7034,99.2782,99.8688,100.0000
18.0052,13.9249,17.6813,17.4870,15.1554,9.3912,4.7927,1.8782,1.0363,0.6477,0.0000,18.0052,31.9301,49.6114,67.0984,82.2539,91.6451,96.4378,98.3161,99.3523,100.0000,100.0000
19.2268,11.8077,15.9875,16.3009,18.1818,9.5089,4.1797,2.8213,1.2539,0.6270,0.1045,19.2268,31.0345,47.0219,63.3229,81.5047,91.0136,95.1933,98.0146,99.2685,99.8955,100.0000
16.8304,15.3242,17.2888,16.6994,15.7171,9.2993,4.5842,2.8160,1.1788,0.2620,0.0000,16.8304,32.1546,49.4434,66.1428,81.8599,91.1591,95.7433,98.5593,99.7380,100.0000,100.0000
15.3999,12.0715,17.5360,17.8838,17.3373,10.1341,4.0735,3.5271,1.5897,0.4471,0.0000,15.3999,27.4714,45.0075,62.8912,80.2285,90.3626,94.4362,97.9632,99.5529,100.0000,100.0000
13.6088,12.1763,19.2837,20.5510,15.3168,10.3581,3.0854,3.0303,2.0386,0.5510,0.0000,13.6088,25.7851,45.0689,65.6198,80.9366,91.2948,94.3802,97.4105,99.4490,100.0000,100.0000
14.0792,11.2508,19.0446,19.9874,16.5305,9.3023,4.9026,2.6398,1.8228,0.3771,0.0629,14.0792,25.3300,44.3746,64.3620,80.8925,90.1948,95.0974,97.7373,99.5600,99.9371,100.0000
13.8013,12.6710,20.1071,18.0250,17.8465,9.5776,3.6883,2.2011,1.4872,0.5354,0.0595,13.8013,26.4723,46.5794,64.6044,82.4509,92.0286,95.7168,97.9179,99.4051,99.9405,100.0000
16.9031,13.3251,16.7798,17.0882,16.2246,10.5490,3.3930,3.5163,1.2338,0.9254,0.0617,16.9031,30.2283,47.0080,64.0962,80.3208,90.8698,94.2628,97.7791,99.0130,99.9383,100.0000
13.1970,15.7993,17.3792,17.7509,17.1004,9.4796,4.8327,2.3234,1.3941,0.6506,0.0929,13.1970,28.9963,46.3755,64.1264,81.2268,90.7063,95.5390,97.8625,99.2565,99.9071,100.0000
15.7303,11.6445,16.2411,18.0797,15.9346,11.1338,5.2605,2.6047,2.1961,1.1236,0.0511,15.7303,27.3749,43.6159,61.6956,77.6302,88.7640,94.0245,96.6292,98.8253,99.9489,100.0000
13.7204,11.0968,20.6452,18.7957,15.1828,10.4946,4.2581,2.7957,2.1935,0.7312,0.0860,13.7204,24.8172,45.4624,64.2581,79.4409,89.9355,94.1935,96.9892,99.1828,99.9140,100.0000
11.7476,10.2117,21.3782,18.7215,16.1478,11.3325,5.0228,2.6152,1.9095,0.8302,0.0830,11.7476,21.9593,43.3375,62.0589,78.2067,89.5392,94.5621,97.1773,99.0868,99.9170,100.0000
10.8207,10.6373,22.0083,19.4865,17.4232,10.3164,4.6309,2.3842,1.6048,0.6878,0.0000,10.8207,21.4580,43.4663,62.9528,80.3760,90.6923,95.3232,97.7075,99.3122,100.0000,100.0000
11.9500,12.0426,23.2978,16.8597,15.9333,10.2825,4.4465,3.2422,1.3432,0.6021,0.0000,11.9500,23.9926,47.2904,64.1501,80.0834,90.3659,94.8124,98.0547,99.3979,100.0000,100.0000
12.4750,11.5269,18.9122,17.5150,15.3693,12.9741,5.4391,3.0439,2.0958,0.5988,0.0499,12.4750,24.0020,42.9142,60.4291,75.7984,88.7725,94.2116,97.2555,99.3513,99.9501,100.0000
11.9551,10.3699,20.7398,17.1731,16.4465,12.8798,4.8877,2.9062,1.9815,0.6605,0.0000,11.9551,22.3250,43.0647,60.2378,76.6843,89.5641,94.4518,97.3580,99.3395,100.0000,100.0000
11.7975,10.3228,20.0080,17.8159,16.5405,13.3121,5.3009,2.9095,1.7138,0.2790,0.0000,11.7975,22.1204,42.1283,59.9442,76.4847,89.7967,95.0976,98.0072,99.7210,100.0000,100.0000
10.8627,10.5734,22.0936,19.5423,15.7549,11.9674,4.9448,2.6039,1.1836,0.4208,0.0526,10.8627,21.4361,43.5297,63.0721,78.8269,90.7943,95.7391,98.3430,99.5266,99.9474,100.0000
9.5028,10.5801,24.3094,19.9448,16.2707,10.8840,4.8895,2.4309,0.9669,0.2210,0.0000,9.5028,20.0829,44.3923,64.3370,80.6077,91.4917,96.3812,98.8122,99.7790,100.0000,100.0000
10.0141,12.2144,23.4697,17.7151,16.5303,11.1989,3.9492,3.1594,1.1848,0.5642,0.0000,10.0141,22.2285,45.6982,63.4133,79.9436,91.1425,95.0917,98.2511,99.4358,100.0000,100.0000
10.2351,12.3098,22.0747,18.0083,15.8230,11.0097,4.7856,3.3195,1.6321,0.6916,0.1107,10.2351,22.5450,44.6196,62.6279,78.4509,89.4606,94.2462,97.5657,99.1978,99.8893,100.0000
11.3780,13.3316,21.1457,16.9483,15.0739,12.0116,5.4910,2.8247,1.3992,0.3696,0.0264,11.3780,24.7096,45.8553,62.8036,77.8775,89.8891,95.3801,98.2049,99.6040,99.9736,100.0000
10.2453,12.9149,19.8052,18.1818,17.3882,11.6162,5.1587,2.8860,1.2987,0.5051,0.0000,10.2453,23.1602,42.9654,61.1472,78.5354,90.1515,95.3102,98.1962,99.4949,100.0000,100.0000
10.0736,11.6016,21.9015,18.1664,16.4875,11.8657,4.7915,3.2258,1.3771,0.4716,0.0377,10.0736,21.6752,43.5767,61.7431,78.2305,90.0962,94.8878,98.1136,99.4907,99.9623,100.0000
10.6980,11.4656,22.9312,18.4697,16.5507,10.6980,4.4015,2.9983,1.3432,0.4078,0.0360,10.6980,22.1636,45.0947,63.5644,80.1151,90.8131,95.2147,98.2130,99.5562,99.9640,100.0000
10.0551,10.8295,24.1230,18.4559,15.7926,11.6860,4.7166,2.6634,1.2085,0.4576,0.0117,10.0551,20.8847,45.0076,63.4636,79.2561,90.9422,95.6588,98.3222,99.5307,99.9883,100.0000
9.5395,11.4771,23.8318,18.1673,16.1842,10.7135,4.7983,2.9291,1.8122,0.5243,0.0228,9.5395,21.0166,44.8484,63.0157,79.1999,89.9134,94.7116,97.6408,99.4529,99.9772,100.0000
10.9224,11.5709,21.9168,17.9123,15.8019,11.4062,5.0649,3.2427,1.6059,0.5456,0.0103,10.9224,22.4933,44.4101,62.3224,78.1244,89.5306,94.5954,97.8382,99.4441,99.9897,100.0000
11.4756,13.2265,20.6307,17.1923,15.2199,11.0537,5.4741,3.4279,1.7298,0.5485,0.0211,11.4756,24.7020,45.3328,62.5251,77.7450,88.7986,94.2728,97.7007,99.4304,99.9789,100.0000
11.6249,13.1021,20.4881,17.4695,15.5588,11.4965,5.1060,2.2961,1.8626,0.9794,0.0161,11.6249,24.7270,45.2152,62.6846,78.2434,89.7399,94.8459,97.1419,99.0045,99.9839,100.0000
11.3747,12.8519,20.0730,16.9795,15.8759,11.6180,5.3267,3.3194,1.9117,0.6257,0.0434,11.3747,24.2266,44.2996,61.2791,77.1550,88.7730,94.0998,97.4192,99.3309,99.9566,100.0000
11.4074,13.0252,21.2681,17.0607,15.8222,11.3007,5.1793,2.8622,1.5111,0.5511,0.0119,11.4074,24.4326,45.7007,62.7615,78.5837,89.8844,95.0637,97.9259,99.4370,99.9881,100.0000
9.5756,11.9769,22.8192,17.7223,16.3355,11.4847,5.2050,2.9537,1.5129,0.4022,0.0120,9.5756,21.5525,44.3717,62.0940,78.4295,89.9142,95.1192,98.0729,99.5858,99.9880,100.0000
9.2994,12.5584,22.4246,16.6885,15.7439,12.4062,5.1535,3.3377,1.8998,0.4618,0.0262,9.2994,21.8578,44.2823,60.9709,76.7148,89.1210,94.2745,97.6122,99.5119,99.9738,100.0000
10.3744,13.3249,21.0131,16.6825,16.0057,11.4319,5.2136,3.3312,1.9036,0.6874,0.0317,10.3744,23.6992,44.7124,61.3949,77.4006,88.8325,94.0461,97.3773,99.2809,99.9683,100.0000
10.9637,14.3877,19.4310,16.0126,15.0624,11.9364,5.6561,3.7445,2.0859,0.6803,0.0394,10.9637,25.3514,44.7824,60.7950,75.8574,87.7938,93.4499,97.1944,99.2803,99.9606,100.0000
12.9472,15.7998,18.7313,15.3980,15.3507,10.6383,5.0355,3.2782,1.9858,0.7723,0.0630,12.9472,28.7470,47.4783,62.8763,78.2270,88.8652,93.9007,97.1789,99.1647,99.9370,100.0000
11.6776,15.1309,18.9931,16.0124,15.3035,11.4686,5.0436,3.2443,2.1719,0.9360,0.0182,11.6776,26.8084,45.8015,61.8139,77.1174,88.5860,93.6296,96.8739,99.0458,99.9818,100.0000
11.0675,14.0551,17.9504,16.1794,16.6503,12.0143,5.0334,3.5714,2.4676,0.9517,0.0589,11.0675,25.1226,43.0730,59.2524,75.9027,87.9170,92.9504,96.5218,98.9894,99.9411,100.0000
11.0361,13.9686,19.0047,16.7535,16.7881,11.6860,5.0016,3.1460,1.9498,0.6374,0.0283,11.0361,25.0047,44.0094,60.7630,77.5510,89.2370,94.2386,97.3846,99.3344,99.9717,100.0000
10.0849,12.6334,20.6790,17.5157,16.8464,11.4178,5.0139,3.1233,1.9421,0.6979,0.0458,10.0849,22.7183,43.3973,60.9130,77.7593,89.1771,94.1910,97.3143,99.2564,99.9542,100.0000
9.3914,12.4055,21.1818,17.2068,16.8518,11.7109,5.2756,3.3355,1.9034,0.7099,0.0275,9.3914,21.7969,42.9787,60.1854,77.0372,88.7481,94.0237,97.3592,99.2625,99.9725,100.0000
9.2368,12.0524,20.2855,17.1531,16.1814,12.7323,5.8304,3.6769,2.1464,0.6656,0.0392,9.2368,21.2892,41.5747,58.7278,74.9092,87.6415,93.4719,97.1489,99.2952,99.9608,100.0000
10.3419,12.9296,21.1263,16.6391,16.4156,11.5754,5.1486,3.0615,2.0559,0.6883,0.0179,10.3419,23.2715,44.3978,61.0369,77.4525,89.0279,94.1765,97.2380,99.2939,99.9821,100.0000
10.0815,12.2404,18.6063,16.7137,17.1639,12.6684,5.5797,3.5285,2.3650,1.0050,0.0476,10.0815,22.3219,40.9283,57.6419,74.8058,87.4742,93.0539,96.5824,98.9475,99.9524,100.0000
10.4702,11.3459,19.0719,16.9000,17.0068,12.6353,5.6126,3.6441,2.3616,0.9205,0.0310,10.4702,21.8162,40.8881,57.7880,74.7949,87.4302,93.0428,96.6869,99.0485,99.9690,100.0000
9.3077,10.6972,19.9356,17.2384,17.4762,13.0254,5.6570,3.5814,2.2563,0.7901,0.0347,9.3077,20.0050,39.9406,57.1789,74.6551,87.6805,93.3375,96.9189,99.1752,99.9653,100.0000
8.8932,10.4534,20.0832,17.5663,17.4522,12.9648,5.7105,3.7372,2.1853,0.9078,0.0462,8.8932,19.3466,39.4298,56.9961,74.4482,87.4130,93.1235,96.8607,99.0460,99.9538,100.0000
9.4341,10.6006,19.7386,17.3187,17.1991,12.7034,5.8477,3.6462,2.5215,0.9332,0.0568,9.4341,20.0347,39.7733,57.0920,74.2911,86.9945,92.8422,96.4884,99.0099,99.9432,100.0000
9.6739,10.6572,18.5898,16.8105,17.1625,13.1375,6.3721,4.1297,2.4518,0.9420,0.0730,9.6739,20.3311,38.9210,55.7314,72.8939,86.0315,92.4036,96.5332,98.9850,99.9270,100.0000
10.7490,10.9541,18.9634,16.3149,17.4500,12.7501,5.8577,3.6149,2.3294,0.9801,0.0365,10.7490,21.7031,40.6665,56.9814,74.4313,87.1815,93.0392,96.6541,98.9835,99.9635,100.0000
9.6046,10.0263,17.3830,17.0424,17.5354,13.7727,6.2539,4.2265,2.9874,1.1126,0.0551,9.6046,19.6309,37.0139,54.0562,71.5917,85.3644,91.6183,95.8448,98.8323,99.9449,100.0000
10.1654,9.3896,17.1582,17.1454,17.9289,13.8725,6.2811,4.2491,2.7231,1.0353,0.0514,10.1654,19.5551,36.7133,53.8586,71.7875,85.6600,91.9411,96.1902,98.9133,99.9486,100.0000
9.4842,9.4502,18.7220,17.7538,17.9152,13.2524,5.9510,4.0003,2.5253,0.9088,0.0368,9.4842,18.9344,37.6564,55.4102,73.3254,86.5778,92.5287,96.5291,99.0544,99.9632,100.0000
8.9517,9.1371,20.9863,17.7022,17.2175,12.8582,5.9828,3.6734,2.4074,1.0329,0.0503,8.9517,18.0889,39.0752,56.7774,73.9949,86.8531,92.8360,96.5093,98.9168,99.9497,100.0000
9.3167,9.2069,19.1048,17.3416,17.3997,13.0401,6.3683,4.2046,2.8257,1.1270,0.0646,9.3167,18.5235,37.6284,54.9700,72.3697,85.4098,91.7781,95.9827,98.8084,99.9354,100.0000
9.4503,8.7994,18.4330,17.5313,17.9990,13.1823,6.5718,4.4262,2.5313,1.0318,0.0434,9.4503,18.2498,36.6827,54.2141,72.2131,85.3954,91.9672,96.3934,98.9248,99.9566,100.0000
